"num.trees","mtry","min.node.size","replace","sample.fraction","train_rmse","valid_rmse"
80,1,10,TRUE,0.63,374.715506002587,379.94770235453
500,1,10,TRUE,0.63,382.880462327101,387.441945211696
100,2,10,TRUE,0.63,264.610040562199,268.413740664489
80,2,10,TRUE,0.63,269.624798833088,271.877903728341
500,2,10,TRUE,0.63,262.909046474906,267.952859817066
100,2,10,TRUE,0.63,263.12975132331,267.154900876847
80,2,10,TRUE,0.63,268.331363136773,268.915221717154
500,2,10,TRUE,0.63,263.331184894263,267.393817724313
100,3,10,TRUE,0.63,244.114175880044,248.328443659243
80,3,10,TRUE,0.63,244.470909039442,249.188705901079
500,3,10,TRUE,0.63,243.753059789445,247.207719382683
100,0,1,FALSE,0.63,262.746669411204,264.006286254447
80,0,1,FALSE,0.63,261.056231588871,262.780039284741
500,0,1,FALSE,0.63,258.198960463445,262.079818605195
100,1,1,FALSE,0.63,395.188392844148,397.975754005999
80,1,1,FALSE,0.63,386.660068797485,390.12151331622
500,1,1,FALSE,0.63,377.322811065662,381.775665448107
100,2,1,FALSE,0.63,261.004893589166,262.712919675667
80,2,1,FALSE,0.63,261.262700105928,261.948815875519
500,2,1,FALSE,0.63,260.530122752024,264.883829158116
100,2,1,FALSE,0.63,262.077794642559,263.523833981968
80,2,1,FALSE,0.63,260.352678657507,259.631674629852
500,2,1,FALSE,0.63,258.710003932519,263.264519419682
100,3,1,FALSE,0.63,242.195720788788,247.324965023451
80,3,1,FALSE,0.63,245.907244367379,245.818969299668
500,3,1,FALSE,0.63,241.31732077543,244.548248846614
100,0,3,FALSE,0.63,263.33017693718,267.317568057413
80,0,3,FALSE,0.63,261.554689188191,263.740655445903
500,0,3,FALSE,0.63,259.999514376063,262.948661766214
100,1,3,FALSE,0.63,376.543838567805,379.993846219418
80,1,3,FALSE,0.63,384.733245086815,387.083803123749
500,1,3,FALSE,0.63,382.247616366479,386.95456947094
100,2,3,FALSE,0.63,262.343189548785,267.219715922709
80,2,3,FALSE,0.63,265.900601188515,269.811971286624
500,2,3,FALSE,0.63,259.458688158198,263.427947091018
100,2,3,FALSE,0.63,261.61121150004,265.82653096696
80,2,3,FALSE,0.63,265.160787834452,267.167676049718
500,2,3,FALSE,0.63,259.455702895135,263.390161505599
100,3,3,FALSE,0.63,243.032248953916,246.00953024468
80,3,3,FALSE,0.63,244.332732099679,246.627512790421
500,3,3,FALSE,0.63,240.703668508694,245.506631799279
100,0,5,FALSE,0.63,260.995101978443,264.75508497231
80,0,5,FALSE,0.63,259.981892278676,260.257243476834
500,0,5,FALSE,0.63,259.351709037149,263.685793122752
100,1,5,FALSE,0.63,389.500984921217,392.736611127451
80,1,5,FALSE,0.63,385.519430069399,386.908133823376
500,1,5,FALSE,0.63,384.274008580823,388.949319100936
100,2,5,FALSE,0.63,258.263146068347,261.931022241131
80,2,5,FALSE,0.63,267.271269806368,268.94307710216
500,2,5,FALSE,0.63,260.576612650781,265.181968500353
100,2,5,FALSE,0.63,262.328544959177,264.793663895318
80,2,5,FALSE,0.63,262.208482722373,265.009820880797
500,2,5,FALSE,0.63,260.732673227801,264.981579223559
100,3,5,FALSE,0.63,242.444477143708,247.36467039979
80,3,5,FALSE,0.63,243.922189454466,246.532389410306
500,3,5,FALSE,0.63,241.698673543827,245.4819865862
100,0,10,FALSE,0.63,259.958651039457,262.861326865151
80,0,10,FALSE,0.63,263.487051877908,266.578621894281
500,0,10,FALSE,0.63,263.435052954247,267.220115624426
100,1,10,FALSE,0.63,378.550263890984,382.497662449586
80,1,10,FALSE,0.63,375.442309384933,379.646207763713
500,1,10,FALSE,0.63,382.065781810564,387.105470369231
100,2,10,FALSE,0.63,261.111307378879,264.322498277871
80,2,10,FALSE,0.63,265.506706284729,269.923856817085
500,2,10,FALSE,0.63,262.921102258201,267.188497242094
100,2,10,FALSE,0.63,265.30426704139,268.576803010539
80,2,10,FALSE,0.63,267.522533144183,270.097809597136
500,2,10,FALSE,0.63,261.700100848789,266.092315178073
100,3,10,FALSE,0.63,242.012878469929,244.970565661388
80,3,10,FALSE,0.63,242.203705948635,246.416273951984
500,3,10,FALSE,0.63,241.916916151127,245.684319163248
100,0,1,TRUE,0.8,266.400553379787,268.818662412527
80,0,1,TRUE,0.8,260.60556251391,264.972129105285
500,0,1,TRUE,0.8,260.282156956898,263.926486890308
100,1,1,TRUE,0.8,376.678564191276,381.304186404133
80,1,1,TRUE,0.8,382.149993128236,385.536374212916
500,1,1,TRUE,0.8,377.530030504364,382.292774280108
100,2,1,TRUE,0.8,262.064368730452,265.593998011683
80,2,1,TRUE,0.8,261.151362378233,263.382180256597
500,2,1,TRUE,0.8,259.870448861066,264.331057028785
100,2,1,TRUE,0.8,260.426628992078,266.725113547143
80,2,1,TRUE,0.8,263.778132668884,265.007444287259
500,2,1,TRUE,0.8,260.603718538386,265.004086762874
100,3,1,TRUE,0.8,244.59098172614,246.915553049237
80,3,1,TRUE,0.8,244.804475683555,247.787317401342
500,3,1,TRUE,0.8,240.996044643728,244.748644029359
100,0,3,TRUE,0.8,264.06735841068,266.361857454198
80,0,3,TRUE,0.8,262.756695019579,266.570873804841
500,0,3,TRUE,0.8,260.604547029998,264.669603930498
100,1,3,TRUE,0.8,370.303117366134,373.476025823188
80,1,3,TRUE,0.8,385.585392311678,388.903453688624
500,1,3,TRUE,0.8,377.145814790946,382.062640798768
100,2,3,TRUE,0.8,264.660975911923,267.407895409984
80,2,3,TRUE,0.8,263.990813635682,264.047540947918
500,2,3,TRUE,0.8,259.052495868592,262.802805628832
100,2,3,TRUE,0.8,259.926862134846,262.499095544219
80,2,3,TRUE,0.8,266.146931341733,267.949110571096
500,2,3,TRUE,0.8,259.24989997946,263.912581435438
100,3,3,TRUE,0.8,244.166490898938,246.294378612717
80,3,3,TRUE,0.8,246.036133188623,245.882667731434
500,3,3,TRUE,0.8,241.094231805682,245.745875459519
100,0,5,TRUE,0.8,261.691497576197,266.307057974459
80,0,5,TRUE,0.8,265.193418035426,268.251915996563
500,0,5,TRUE,0.8,261.436781323588,265.137536796977
100,1,5,TRUE,0.8,383.085359816402,387.610603463171
80,1,5,TRUE,0.8,368.285592111601,370.925293940299
500,1,5,TRUE,0.8,375.685948623303,380.966849823734
100,2,5,TRUE,0.8,263.457327227634,265.931732358655
80,2,5,TRUE,0.8,265.85188893099,268.620268166544
500,2,5,TRUE,0.8,262.024905511801,266.703236272471
100,2,5,TRUE,0.8,263.188218338022,266.51982473081
80,2,5,TRUE,0.8,260.12937947209,263.238887384932
500,2,5,TRUE,0.8,260.915117628987,264.496318755568
100,3,5,TRUE,0.8,243.49035964969,247.237887371755
80,3,5,TRUE,0.8,244.99778199522,245.117488639878
500,3,5,TRUE,0.8,241.494146519297,245.490511589255
100,0,10,TRUE,0.8,264.188779531929,265.611678556113
80,0,10,TRUE,0.8,262.306074535207,266.728499983727
500,0,10,TRUE,0.8,261.664345657808,265.178347259556
100,1,10,TRUE,0.8,385.388347317895,389.042758317654
80,1,10,TRUE,0.8,390.982737986791,394.299796822773
500,1,10,TRUE,0.8,382.481122451916,388.051551283575
100,2,10,TRUE,0.8,265.948179797392,267.05239322865
80,2,10,TRUE,0.8,263.95757870557,266.64324789211
500,2,10,TRUE,0.8,262.119657960204,266.97582884194
100,2,10,TRUE,0.8,264.68987773426,265.306472377214
80,2,10,TRUE,0.8,263.772259374632,264.588759853978
500,2,10,TRUE,0.8,261.750878979565,266.481859038318
100,3,10,TRUE,0.8,243.475806240732,248.408524298863
80,3,10,TRUE,0.8,243.661411116674,246.973852932179
500,3,10,TRUE,0.8,241.444158015567,246.045886037141
100,0,1,FALSE,0.8,263.94961109155,262.906670803836
80,0,1,FALSE,0.8,262.357992348166,260.49808662425
500,0,1,FALSE,0.8,259.870154867288,262.542487810582
100,1,1,FALSE,0.8,394.852837453838,394.59379779882
80,1,1,FALSE,0.8,396.866892246944,397.834427206759
500,1,1,FALSE,0.8,381.119202989691,385.117360026838
100,2,1,FALSE,0.8,269.506171994275,266.296268991437
80,2,1,FALSE,0.8,269.054020482548,266.021405060764
500,2,1,FALSE,0.8,259.045410229221,261.43935096148
100,2,1,FALSE,0.8,264.112883096381,263.991446888324
80,2,1,FALSE,0.8,265.034418548745,262.20647793934
500,2,1,FALSE,0.8,258.451570449785,262.343974267921
100,3,1,FALSE,0.8,248.064562175,245.946003237967
80,3,1,FALSE,0.8,247.435219699572,246.447958450519
500,3,1,FALSE,0.8,242.859601758918,245.47237004883
100,0,3,FALSE,0.8,263.302245112837,262.084626281892
80,0,3,FALSE,0.8,263.970578399427,264.871368082084
500,0,3,FALSE,0.8,258.825028669547,262.838185593349
100,1,3,FALSE,0.8,387.488222566883,387.238764026094
80,1,3,FALSE,0.8,386.85703175354,384.441696070427
500,1,3,FALSE,0.8,381.16258379904,385.129109585808
100,2,3,FALSE,0.8,263.509744155138,263.752331145586
80,2,3,FALSE,0.8,269.019962515969,265.424332693137
500,2,3,FALSE,0.8,261.888799621733,264.809243892079
100,2,3,FALSE,0.8,266.170433425162,266.024270429014
80,2,3,FALSE,0.8,263.539493068751,265.406729262499
500,2,3,FALSE,0.8,260.189922835023,263.074831905692
100,3,3,FALSE,0.8,244.6562812592,245.339341993217
80,3,3,FALSE,0.8,246.686353833335,246.373317829683
500,3,3,FALSE,0.8,242.176988946196,245.219193641899
100,0,5,FALSE,0.8,263.700167567475,262.282595154593
80,0,5,FALSE,0.8,264.267109173407,264.153657584277
500,0,5,FALSE,0.8,259.030073913831,262.579708097517
100,1,5,FALSE,0.8,386.031420692613,386.608855082543
80,1,5,FALSE,0.8,385.550278098632,386.533168330887
500,1,5,FALSE,0.8,377.906386915805,382.642544276775
100,2,5,FALSE,0.8,261.920881445576,263.552645641348
80,2,5,FALSE,0.8,262.070196489467,262.690399755424
500,2,5,FALSE,0.8,259.548693413122,263.178850176031
100,2,5,FALSE,0.8,266.751676877384,265.871460450794
80,2,5,FALSE,0.8,268.564543724517,267.705109067902
500,2,5,FALSE,0.8,258.351042176705,261.82597336547
100,3,5,FALSE,0.8,246.967248463943,246.110315264114
80,3,5,FALSE,0.8,245.383822076804,247.802092382327
500,3,5,FALSE,0.8,240.549818534571,244.941608176387
100,0,10,FALSE,0.8,261.503372316932,261.741993478179
80,0,10,FALSE,0.8,266.736439788189,267.251819877687
500,0,10,FALSE,0.8,259.974181467312,262.647221099849
100,1,10,FALSE,0.8,380.073159035053,381.284724474207
80,1,10,FALSE,0.8,383.104354172939,382.064173993926
500,1,10,FALSE,0.8,377.490672753689,382.308558154511
100,2,10,FALSE,0.8,267.150891791415,268.05083104824
80,2,10,FALSE,0.8,270.603871566434,269.450341849381
500,2,10,FALSE,0.8,261.601742894551,266.035515454579
100,2,10,FALSE,0.8,264.633580945812,265.668568936963
80,2,10,FALSE,0.8,262.845712728378,260.1288659954
500,2,10,FALSE,0.8,261.493378754148,265.387059015154
100,3,10,FALSE,0.8,246.379795119626,246.218749355593
80,3,10,FALSE,0.8,247.992447641865,245.767677182199
500,3,10,FALSE,0.8,241.285988994482,245.169220442782
