"...1","num.trees","mtry","min.node.size","replace","sample.fraction","train_rmse","valid_rmse"
302,320,1,1,FALSE,0.8,502.062363440489,505.788349194373
303,500,1,1,FALSE,0.8,498.603964077169,503.078145496838
304,100,4,1,FALSE,0.8,245.060137623223,242.005091367013
305,320,4,1,FALSE,0.8,241.730449729994,243.480404686357
306,500,4,1,FALSE,0.8,239.422740938289,242.271053016754
307,100,8,1,FALSE,0.8,200.154805601296,192.741276449821
308,320,8,1,FALSE,0.8,189.458201471094,192.758898011722
309,500,8,1,FALSE,0.8,189.158206358836,192.306297501105
310,100,10,1,FALSE,0.8,188.501871076322,187.218576192244
311,320,10,1,FALSE,0.8,182.565863397148,186.170711600838
312,500,10,1,FALSE,0.8,180.852225977603,186.543553839173
313,100,12,1,FALSE,0.8,182.362568323526,181.803154910214
314,320,12,1,FALSE,0.8,177.228463492363,181.963358554078
315,500,12,1,FALSE,0.8,176.544420986735,181.568306132244
316,100,1,3,FALSE,0.8,506.311295360332,509.678689922835
317,320,1,3,FALSE,0.8,504.976990553406,509.710637735625
318,500,1,3,FALSE,0.8,499.663131540998,504.254843433172
319,100,4,3,FALSE,0.8,253.554381041533,249.600935061356
320,320,4,3,FALSE,0.8,242.111723623311,245.338881398934
321,500,4,3,FALSE,0.8,247.046220779996,248.605604733383
322,100,8,3,FALSE,0.8,195.709858838122,194.105415049609
323,320,8,3,FALSE,0.8,192.23880864796,195.087411608037
324,500,8,3,FALSE,0.8,192.211775957253,195.285870997685
325,100,10,3,FALSE,0.8,190.404678491229,186.911136508498
326,320,10,3,FALSE,0.8,184.279746686786,188.257839448886
327,500,10,3,FALSE,0.8,183.912665894719,188.082029859606
328,100,12,3,FALSE,0.8,181.047445025242,182.522367743386
329,320,12,3,FALSE,0.8,178.747364492185,183.706333664366
330,500,12,3,FALSE,0.8,176.825446085487,182.551023564604
331,100,1,5,FALSE,0.8,513.748285272864,515.875356721297
332,320,1,5,FALSE,0.8,506.51109389712,512.481029676784
333,500,1,5,FALSE,0.8,503.427118803992,508.741541248671
334,100,4,5,FALSE,0.8,250.965165678708,247.846623865653
335,320,4,5,FALSE,0.8,248.165669915713,248.90046694991
336,500,4,5,FALSE,0.8,246.138157675798,248.274682059499
337,100,8,5,FALSE,0.8,201.742434872766,199.500692614953
338,320,8,5,FALSE,0.8,195.314615685127,196.65368777949
339,500,8,5,FALSE,0.8,194.019128741259,197.637757121851
340,100,10,5,FALSE,0.8,192.51155129815,190.017627036697
341,320,10,5,FALSE,0.8,185.699566767355,189.224816401039
342,500,10,5,FALSE,0.8,185.361364083462,190.29305283962
343,100,12,5,FALSE,0.8,183.586735308508,183.95154467034
344,320,12,5,FALSE,0.8,179.963727694744,183.884296007398
345,500,12,5,FALSE,0.8,180.043183654971,185.528769394146
346,100,1,10,FALSE,0.8,509.187258694566,511.850148057448
347,320,1,10,FALSE,0.8,508.267033804901,512.742498394947
348,500,1,10,FALSE,0.8,502.957631216137,507.55869811616
349,100,4,10,FALSE,0.8,264.268919138647,260.560366697631
350,320,4,10,FALSE,0.8,251.755376440886,252.21300420982
351,500,4,10,FALSE,0.8,253.684680825513,256.42380074998
352,100,8,10,FALSE,0.8,208.373794143694,207.432404485783
353,320,8,10,FALSE,0.8,203.433096640959,204.684565867968
354,500,8,10,FALSE,0.8,201.012352295011,205.003244044478
355,100,10,10,FALSE,0.8,198.985110448788,198.396236801233
356,320,10,10,FALSE,0.8,191.599806316117,195.901843817498
357,500,10,10,FALSE,0.8,193.224722385735,196.94308591912
358,100,12,10,FALSE,0.8,190.180685866172,191.681573038529
359,320,12,10,FALSE,0.8,185.865434831865,189.825701360561
360,500,12,10,FALSE,0.8,185.433352821611,191.821367664811
